employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
488,0,1977,46,Single,5, SAlES EXEcUtIve ,,No,9,Part Time,Yes,,,2,0,4,,0,8,,4,"53914,11$","4492,84$",556.2566609977324,21,1,3,4,3,"3,0",4,"14,0"
489,0,1982,41,Divorced,10, mAnaGeR , Research & Development ,No,7,Full Time,0,travel_frequently,,4,1,2,"3,0",7,7,Life Sciences,3,"153407,07$",,1582.7713464696226,13,4,2,1,2,"2,0",4,
490,1,1984,39,Single,2, HEALThCaRe rePResEnTaTivE , Research & Development ,No,19,,0,,No,3,0,1,"4,0",11,8,,4,,"9115,00$",1128.5238095238096,25,3,3,3,4,"3,0",0,"20,0"
491,1,1981,42,Divorced,2, labORAtOry tecHnICiAn ,,No,9,Part Time,True,travel_rarely,Yes,1,1,4,"3,0",7,8,Medical,3,"25930,00$","2160,83$",267.531746031746,11,4,2,1,3,"3,0",0,"10,0"
492,1,1990,33,Married,5, mAnAgEr , Research & Development ,No,10,,True,travel_frequently,,3,2,2,,8,8,,4,,"9898,33$",1225.5079365079364,11,4,3,2,2,"3,0",6,"12,0"
493,0,1988,35,Single,5, manUfacTUriNg dirEctOr ,,No,16,Part Time,1,travel_rarely,No,3,0,5,"3,0",0,13,Technical Degree,4,"80950,00$","6745,83$",835.1984126984128,13,3,3,2,4,"3,0",0,"17,0"
494,0,1990,33,Married,15, MaNager ,,Yes,7,Part Time,True,travel_rarely,,3,0,2,"3,0",7,7,Medical,1,"100071,84$",,1032.4872861766066,12,2,3,3,4,"4,0",7,"15,0"
495,1,1983,40,Single,6, ManuFACTurInG dIreCToR ,,No,20,Full Time,False,travel_rarely,No,4,0,3,"3,0",5,13,Life Sciences,3,"153407,07$",,1582.7713464696226,15,2,3,3,3,"3,0",7,"22,0"
496,0,1982,41,Divorced,10, mANager ,,No,21,Full Time,0,travel_rarely,No,5,3,2,"3,0",12,6,Human Resources,4,"191324,62$","15943,72$",1973.9841269841268,15,2,2,4,2,"2,0",3,"23,0"
497,1,1996,27,,7, heAlthCARE REPresentAtivE ,,No,7,Part Time,False,,No,2,0,2,"3,0",0,7,,3,"53914,11$",,556.2566609977324,19,4,2,1,1,"1,0",8,
498,0,1971,52,,3, mANager ,,No,34,Full Time,Yes,travel_rarely,,4,0,3,"3,0",1,16,Marketing,4,"168560,00$","14046,67$",1739.1111111111113,11,3,2,1,1,"4,0",1,
499,1,1972,51,Married,26, MaNaGer ,,No,20,Full Time,False,travel_rarely,No,4,1,2,"3,0",4,17,Marketing,4,"153407,07$","12783,92$",1582.7713464696226,14,1,3,3,3,"2,0",2,
500,1,1976,47,,2, sAlEs ExECUtiVE ,,No,7,Part Time,Yes,travel_rarely,,2,1,2,"4,0",7,7,Marketing,2,"45370,00$","3780,83$",468.1031746031746,22,3,3,4,1,"3,0",0,"8,0"
501,0,1973,50,Divorced,2, MaNageR , Research & Development ,No,31,Full Time,False,non-travel,,4,1,3,"3,0",14,7,,4,"179240,00$",,1849.301587301588,11,1,3,1,4,"3,0",1,"31,0"
502,1,1988,35,Married,21, HeAlThCarE rEpreSentatiVe , Research & Development ,No,10,Part Time,True,travel_rarely,,2,1,2,"4,0",0,7,Life Sciences,1,"40140,00$","3345,00$",414.1428571428571,25,4,3,4,4,"1,0",1,"10,0"
503,1,1984,39,Married,1, MANuFaCTURiNG DIrEctOr ,,No,21,Full Time,True,travel_rarely,No,4,1,3,"3,0",11,8,,1,"127420,00$","10618,33$",1314.6507936507935,16,4,2,4,3,"3,0",1,
504,1,1984,39,Single,22, MaNUFaCtURINg dIrEcToR ,,No,21,Part Time,0,travel_frequently,,3,0,2,"3,0",2,8,Medical,3,"100071,84$","8339,32$",1032.4872861766066,13,4,3,1,3,"3,0",1,
505,1,1982,41,,7, reseaRcH SCIEnTisT ,,No,10,Full Time,False,,No,1,0,3,"3,0",0,8,,2,"33760,00$",,348.3174603174604,13,2,4,3,3,"3,0",1,
506,0,1979,44,Married,1, HUMAN ResoURCeS , Human Resources ,Yes,20,Full Time,Yes,,No,3,1,1,,3,6,Medical,2,"104820,00$","8735,00$",1081.4761904761906,14,2,2,1,4,"3,0",9,"24,0"
507,0,1981,42,,2, MAnagER ,,No,22,,False,,No,4,1,3,"3,0",13,7,Medical,2,,"12783,92$",1582.7713464696226,17,4,3,1,4,"3,0",0,"23,0"
508,0,1971,52,Single,7, healThCaRE RepREsEntAtIve ,,No,8,Part Time,Yes,travel_rarely,,3,0,4,"3,0",4,0,Life Sciences,4,"100071,84$",,1032.4872861766066,19,2,3,2,4,,7,"18,0"
509,0,1985,38,,1, hUmAN ReSouRCes ,,No,7,Part Time,1,,No,1,1,2,"3,0",5,0,,3,"28111,13$","2342,59$",290.03550973654063,13,3,4,3,4,"4,0",1,"7,0"
510,1,1977,46,,1, huMAn ResOurces , Human Resources ,No,7,Part Time,True,,,1,0,3,"3,0",5,7,Life Sciences,2,"28111,13$",,290.03550973654063,12,4,3,1,3,"4,0",6,"10,0"
511,0,1988,35,Single,4, rESEArCh sCIEnTiST ,,No,9,Part Time,False,,,2,0,3,"3,0",1,1,Life Sciences,4,"42490,00$","3540,83$",438.3888888888889,11,3,3,3,2,"3,0",1,
512,0,1995,28,Married,29, mANUfacTURiNG dIRectOR , Research & Development ,No,8,,1,travel_rarely,,2,2,2,,1,7,Life Sciences,1,,"5457,50$",675.6904761904763,14,3,1,2,2,"2,0",1,"8,0"
513,0,1979,44,Married,28, resEaRCh dIrEcTOR ,,No,20,,1,,No,4,1,1,"3,0",14,17,Life Sciences,3,,"12783,92$",1582.7713464696226,13,4,3,1,3,"4,0",3,
514,0,1973,50,,22, ReseaRCh directoR ,,No,32,,0,,,4,0,2,"3,0",13,9,,5,,"12009,17$",1486.8492063492065,13,3,1,4,4,"3,0",1,
515,0,1968,55,,-23, MAnagER ,,No,36,Full Time,1,travel_rarely,No,5,1,3,"4,0",2,13,Marketing,5,"195860,00$",,2020.7777777777776,21,3,2,4,3,"3,0",1,"36,0"
516,0,1984,39,Married,6, saLES eXEcUTiVE , Sales ,No,7,Part Time,True,,No,3,1,3,"3,0",7,6,,3,"82370,00$","6864,17$",849.8492063492063,11,4,4,3,1,"3,0",2,"11,0"
517,1,1974,49,,-13, labORaTORY teChNIcIaN , Research & Development ,No,9,,True,,,1,1,3,"3,0",1,4,,4,,"2675,83$",331.29365079365084,14,13,3,1,4,"2,0",1,"10,0"
518,1,1978,45,Single,28, rESeaRch DiREctor ,,No,21,,False,,,4,0,2,,8,6,Technical Degree,2,,"13920,00$",1723.4285714285716,11,4,2,2,3,"3,0",1,"21,0"
519,0,1977,46,,2, saleS ExeCUTIVe ,,No,10,Part Time,False,,,3,1,5,"3,0",0,3,,3,"100071,84$","8339,32$",1032.4872861766066,12,3,3,4,2,"2,0",4,
520,1,1996,27,Married,15, ResEarCh SCiEnTist ,,No,7,Full Time,0,,No,1,1,2,"3,0",7,3,,3,"47740,00$",,492.5555555555556,19,4,2,1,4,,0,
521,0,1981,42,Married,2, ManagEr ,,No,22,,1,travel_rarely,,5,0,2,"3,0",4,14,,3,,"15943,72$",1973.9841269841268,11,1,3,3,1,"2,0",5,"24,0"
522,0,1974,49,Married,2, saLes eXeCUTivE , Sales ,No,9,Part Time,True,,,2,0,3,"3,0",0,8,,3,"53914,11$",,556.2566609977324,14,4,2,2,4,"2,0",2,"17,0"
523,1,1994,29,Single,15, laborAtOry tEChniCIAn ,,No,9,Part Time,True,travel_rarely,Yes,2,0,3,"3,0",0,8,Life Sciences,2,"53914,11$",,556.2566609977324,12,4,2,3,4,"3,0",0,"10,0"
524,0,1989,34,,-12, SalES exECutIVe ,,No,9,Part Time,False,non-travel,No,2,0,2,"4,0",8,7,Marketing,4,"45680,00$","3806,67$",471.3015873015873,20,12,3,3,3,"3,0",0,
525,0,1986,37,Divorced,1, manUFACtURinG DIREcTOR ,,No,7,,False,,No,2,1,2,"3,0",0,7,,4,"59930,00$","4994,17$",618.3253968253969,18,1,2,3,3,,1,
526,0,1987,36,Single,11, ManUFaCtURInG dIReCToR ,,No,6,Full Time,True,,No,2,0,3,"3,0",0,3,,3,"64990,00$","5415,83$",670.5317460317461,13,2,2,2,3,"3,0",1,"6,0"
527,0,1978,45,Single,29, rESEArch SciEntIST ,,No,6,Full Time,1,,,1,0,2,"3,0",0,3,,3,"34520,00$",,356.1587301587302,13,3,3,4,2,"2,0",5,"9,0"
528,0,1994,29,,15, reSearch sCienTiSt ,,No,6,Part Time,False,travel_rarely,No,1,0,1,"3,0",1,5,,3,"28111,13$",,290.03550973654063,19,3,3,4,1,"3,0",1,"6,0"
529,1,1997,26,,1, manUFaCTUriNg DIrectOR ,,No,6,Full Time,False,,No,2,1,6,"4,0",1,4,,3,"63970,00$","5330,83$",660.0079365079365,20,3,3,2,1,"1,0",1,"6,0"
530,0,1995,28,Single,9, saLes exEcutiVE ,,No,7,Part Time,1,,No,2,0,1,"3,0",0,7,Life Sciences,4,"53914,11$",,556.2566609977324,16,2,3,4,4,"3,0",1,
531,1,1981,42,Married,-30, HeALthcare RePREsENTativE ,,No,6,,Yes,travel_frequently,No,2,3,4,"3,0",0,4,Technical Degree,4,"53914,11$",,556.2566609977324,11,4,2,4,4,"4,0",0,"7,0"
532,0,1992,31,,2, Sales exECutIVE , Sales ,No,6,Part Time,True,travel_rarely,Yes,2,0,2,"3,0",0,5,Life Sciences,1,"53914,11$",,556.2566609977324,13,2,3,4,3,"4,0",4,"10,0"
533,1,1986,37,Single,-47, MAnUfaCTUrINg dIrEctor ,,No,6,Part Time,Yes,travel_rarely,,3,0,3,"3,0",1,2,,3,"100071,84$","8339,32$",1032.4872861766066,17,47,3,4,4,"4,0",4,
534,0,1986,37,Divorced,9, sALES ExEcUTiVE ,,No,9,Part Time,0,non-travel,No,3,1,6,"3,0",7,7,,4,"100071,84$",,1032.4872861766066,13,1,3,2,4,"3,0",1,"9,0"
535,1,1986,37,Married,1, mANUfacTurING dirECtOr ,,No,6,Part Time,0,travel_rarely,,2,1,2,"3,0",4,3,Life Sciences,4,"53914,11$","4492,84$",556.2566609977324,12,2,3,2,2,"2,0",6,"8,0"
536,0,1999,24,,23, REseaRCH SCiEntIst ,,No,6,Part Time,1,travel_rarely,,1,2,3,"3,0",1,4,Medical,3,"27250,00$",,281.1507936507937,11,2,4,4,2,"3,0",1,
537,0,1973,50,Married,3, manaGer ,,No,32,,False,,No,5,1,2,"3,0",10,7,,3,,"15943,72$",1973.9841269841268,11,1,3,2,3,"3,0",1,
538,0,1989,34,,1, RESEarCh SCIeNtIst ,,No,6,Full Time,True,,Yes,1,1,3,"3,0",1,3,Life Sciences,2,"36220,00$","3018,33$",373.6984126984127,13,2,2,4,4,"3,0",1,"6,0"
539,1,1996,27,,3, saLES ExecUTIvE ,,No,6,,0,travel_frequently,,2,2,3,,0,4,Medical,1,"53914,11$",,556.2566609977324,20,4,4,4,2,"3,0",1,
540,1,1998,25,Single,-42, saleS eXEcuTIvE , Sales ,No,6,Full Time,False,,No,2,0,5,"4,0",1,4,,1,"61800,00$",,637.6190476190476,23,42,3,4,2,"2,0",1,"6,0"
541,0,1989,34,Single,-25, SALes ExeCUtive , Sales ,No,6,Full Time,Yes,,No,2,0,5,"4,0",1,4,Other,3,"62740,00$","5228,33$",647.3174603174604,22,4,3,4,3,"3,0",1,"6,0"
542,1,1989,34,,2, reSearCH SCieNtIst , Research & Development ,No,6,Full Time,1,,,1,0,3,,1,3,,4,"43810,00$",,452.00793650793656,11,3,2,1,3,"3,0",1,"6,0"
543,0,1988,35,Single,7, MaNufaCtUrINg DirecTOr ,,No,8,,False,,No,3,0,3,"4,0",1,6,Other,3,,"8339,32$",1032.4872861766066,21,3,3,3,2,"4,0",3,"17,0"
544,1,1988,35,,-16, RESeArcH SCIENtist ,,No,6,Part Time,0,,,1,0,3,"3,0",1,1,Medical,1,"25590,00$",,264.0238095238095,11,16,2,1,4,"2,0",1,"6,0"
545,1,1990,33,Married,1, HEALThcaRe RePresENtaTiVE , Research & Development ,No,6,Full Time,True,,Yes,2,1,2,"3,0",1,2,,4,"54880,00$","4573,33$",566.2222222222222,13,3,4,2,1,"3,0",1,
546,1,1994,29,Divorced,28, ResEaRcH scIEnTIsT ,,No,7,Part Time,0,,No,1,1,1,"4,0",1,7,Life Sciences,4,"25140,00$","2095,00$",259.3809523809524,22,3,3,4,1,"3,0",4,"11,0"
547,1,1994,29,divorced,10, rEsEARch sCientIST , Research & Development ,No,7,Part Time,1,travel_frequently,No,1,2,2,"3,0",1,1,,3,"28111,13$","2342,59$",290.03550973654063,14,4,3,2,4,"2,0",0,"8,0"
548,1,1989,34,Married,9, sAlEs Executive ,,No,6,Part Time,0,,,2,0,3,"4,0",1,3,Life Sciences,1,"53914,11$","4492,84$",556.2566609977324,20,2,3,3,1,"2,0",1,
549,0,1995,28,Married,19, LAbOrATOry techNicIan ,,No,6,,0,travel_rarely,,1,3,2,"3,0",3,3,Medical,4,"31960,00$","2663,33$",329.74603174603175,12,4,2,1,3,"3,0",1,"6,0"
550,1,1979,44,Married,2, ReSearcH scIEntist ,,No,10,Part Time,0,,,1,1,5,"3,0",7,7,Life Sciences,1,"28111,13$",,290.03550973654063,13,1,4,4,4,"3,0",1,"10,0"
551,0,1992,31,Married,11, HealthcARE RePreSENtAtiVe , Research & Development ,No,6,Part Time,False,travel_rarely,Yes,2,0,2,,0,1,,2,"53914,11$","4492,84$",556.2566609977324,12,3,3,1,4,"2,0",1,"6,0"
552,0,1997,26,,4, ResEArch ScieNTiST , Research & Development ,No,8,Part Time,0,,Yes,1,0,2,"4,0",2,2,Life Sciences,2,"28111,13$","2342,59$",290.03550973654063,20,3,3,4,2,"2,0",1,
553,0,1976,47,,1, reSEarCh ScIeNTIST ,,No,6,Full Time,True,travel_rarely,No,1,1,2,"3,0",1,2,,3,"34200,00$","2850,00$",352.8571428571429,12,1,3,4,3,"2,0",7,"17,0"
554,0,1986,37,Single,5, labORaTORy TecHniciAN , Research & Development ,No,6,Part Time,0,,No,1,0,2,"3,0",1,3,,2,"28111,13$","2342,59$",290.03550973654063,14,3,4,3,1,"1,0",0,"7,0"
555,0,1991,32,Married,1, ResEaRch ScieNTiSt ,,No,6,,True,,,2,1,3,"3,0",1,2,,4,,"3405,83$",421.67460317460313,14,4,3,1,2,"2,0",4,"9,0"
556,0,1991,32,Divorced,2, ReseARch SciENTISt ,,No,9,Part Time,1,,No,2,2,4,"3,0",1,6,Medical,3,"53914,11$","4492,84$",556.2566609977324,13,4,3,2,3,"2,0",0,"10,0"
557,1,1990,33,,16, saLes eXeCutIvE ,,No,6,Part Time,0,non-travel,Yes,2,1,2,"4,0",1,2,Life Sciences,3,"53680,00$",,553.8412698412699,25,3,3,4,3,"3,0",1,"7,0"
558,0,1976,47,Married,9, SalEs exECUTIvE , Sales ,Yes,23,Full Time,Yes,,No,4,0,3,,14,10,,3,"129360,00$",,1334.6666666666667,11,3,1,3,3,"1,0",7,"25,0"
559,1,1982,41,,1, SaLEs ExEcUTIVE ,,Yes,6,Part Time,0,,Yes,2,0,0,"3,0",0,5,,2,"53914,11$","4492,84$",556.2566609977324,11,2,3,4,1,"1,0",8,"8,0"
560,0,1988,35,Married,16, LabOrATory TEChNICiaN , Research & Development ,No,5,Part Time,0,travel_rarely,,1,1,5,"3,0",0,3,Medical,3,"28111,13$",,290.03550973654063,13,1,4,2,3,"3,0",0,"6,0"
561,0,1994,29,Married,2, REseaRCh SCiENTIst ,,No,5,Part Time,False,travel_rarely,No,1,1,3,"4,0",0,4,Life Sciences,3,"28111,13$","2342,59$",290.03550973654063,23,3,3,2,4,"3,0",0,
562,0,1991,32,,1, reseARCH sCIEntiST ,,No,10,Part Time,1,travel_rarely,No,2,2,3,"3,0",0,9,Life Sciences,3,"53914,11$","4492,84$",556.2566609977324,17,2,3,2,2,"3,0",1,"10,0"
563,0,1988,35,Single,1, RESeaRCh sCientIsT ,,No,6,Part Time,False,travel_rarely,No,1,0,3,"3,0",0,4,Medical,3,"28111,13$","2342,59$",290.03550973654063,18,2,2,3,1,"3,0",1,"6,0"
564,0,1967,56,,-13, mAnUfactURing dIReCtOr ,,No,6,,1,,No,3,0,3,"3,0",0,2,,3,,"8339,32$",1032.4872861766066,11,4,1,4,1,"2,0",4,"37,0"
565,0,1995,28,,4, sales ExEcUtiVe ,,No,5,Part Time,Yes,,,2,0,3,"3,0",0,4,Medical,3,"42210,00$",,435.5,15,2,3,3,2,"4,0",1,"5,0"
566,0,1998,25,Single,5, sALES eXeCutiVE ,,Yes,6,,Yes,travel_rarely,Yes,2,0,1,"3,0",0,3,,3,,"4492,84$",556.2566609977324,11,3,2,3,4,"3,0",1,
567,1,1967,56,,14, reseARcH scieNtISt ,,Yes,5,Full Time,Yes,,,1,3,2,"3,0",4,3,Life Sciences,4,"49630,00$",,512.0555555555557,18,2,3,2,1,"3,0",9,"7,0"
568,1,1997,26,Married,6, reSeArcH scieNtist , Research & Development ,No,5,Part Time,False,,,1,0,3,"3,0",4,3,,3,"28111,13$",,290.03550973654063,19,3,2,2,3,"2,0",1,"5,0"
569,1,1991,32,,9, labORatOry technICiAn ,,Yes,5,,False,,No,1,0,2,"4,0",0,4,Medical,3,,"3500,00$",433.3333333333333,22,1,3,1,1,"4,0",7,
570,1,1993,30,Single,18, rEsEArch SCIeNtIsT ,,No,5,Part Time,True,travel_rarely,No,1,0,4,"3,0",0,4,Life Sciences,3,"28111,13$","2342,59$",290.03550973654063,14,1,3,3,3,"2,0",1,
571,1,1973,50,,11, mAnAGER ,,No,5,,0,travel_rarely,,5,0,5,"3,0",4,4,,3,,"15943,72$",1973.9841269841268,15,3,3,2,2,"3,0",3,
572,0,1991,32,,6, ReSEArcH sCiEntIST ,,No,5,Part Time,False,,No,1,0,2,"4,0",1,4,Life Sciences,5,"28111,13$","2342,59$",290.03550973654063,20,3,3,3,1,,3,"8,0"
573,1,1978,45,,4, SalEs eXEcUTIVe ,,No,5,,0,travel_rarely,,2,1,3,"3,0",0,3,,2,,"4171,67$",516.4920634920635,11,3,3,1,1,"4,0",4,"9,0"
574,0,1980,43,Divorced,7, rEseARcH SCIENTIsT ,,No,5,Part Time,True,,No,1,3,3,"3,0",2,2,,3,"28111,13$","2342,59$",290.03550973654063,14,4,4,4,4,"4,0",4,"7,0"
575,1,1994,29,Married,27, SalES EXEcUTIVE ,,Yes,10,Part Time,Yes,,,3,3,3,"4,0",1,9,Marketing,3,"76390,00$",,788.1507936507937,22,2,3,4,4,"2,0",1,"10,0"
576,0,1992,31,,1, maNuFAcTUring DIrecToR , Research & Development ,No,5,Part Time,Yes,non-travel,,2,1,2,"3,0",1,4,Medical,4,"53914,11$",,556.2566609977324,12,3,1,3,4,"3,0",0,"6,0"
577,0,1990,33,Married,14, LaBoRatorY teCHNiciaN ,,Yes,5,,False,,Yes,1,1,2,"3,0",0,4,,3,,"2342,59$",290.03550973654063,13,3,3,4,3,"1,0",5,"8,0"
578,0,1992,31,,29, laboraTORy teChnICiaN ,,Yes,5,Part Time,Yes,,No,1,0,2,"3,0",1,4,,2,"28111,13$","2342,59$",290.03550973654063,11,3,2,2,2,"4,0",0,
579,0,1986,37,,6, sALes EXECUTiVE ,,No,5,,1,,No,2,1,5,"3,0",0,1,,4,,"5418,33$",670.8412698412699,14,3,3,4,2,"4,0",4,
580,0,1973,50,Divorced,4, ResEARCh DIRECtoR , Research & Development ,No,10,,False,,No,5,2,4,"3,0",1,6,,1,,"15943,72$",1973.9841269841268,14,1,3,2,1,"2,0",3,"28,0"
581,1,1981,42,Married,26, SAlEs ExecuTIVE ,,No,20,Full Time,True,travel_frequently,,4,1,2,"3,0",4,8,,3,"135250,00$",,1395.436507936508,14,3,3,2,4,,5,
582,0,1996,27,,2, saleS eXEcuTiVe ,,No,5,,1,,Yes,2,0,3,"3,0",0,4,,3,,"4492,84$",556.2566609977324,11,4,3,3,1,"3,0",1,"5,0"
583,0,1996,27,,1, sales exEcutIVe ,,No,5,,Yes,non-travel,Yes,2,1,0,"3,0",1,4,Marketing,1,,"5290,83$",655.0555555555557,13,3,3,2,4,,0,
584,0,1982,41,Single,6, MAnUFacTuRING DIREctOR ,,No,5,Part Time,Yes,travel_rarely,Yes,2,0,3,"3,0",1,2,,3,"53914,11$","4492,84$",556.2566609977324,15,4,2,2,4,"3,0",6,
585,1,1986,37,,10, lAboRaTOrY tEcHNiciaN ,,No,5,Part Time,True,travel_rarely,No,1,1,3,"4,0",0,3,Medical,3,"28111,13$","2342,59$",290.03550973654063,20,3,3,1,2,"3,0",6,
586,0,1983,40,,-22, sAles EXECUtIvE ,,Yes,6,Full Time,1,,Yes,2,2,6,"3,0",1,0,,2,"63800,00$",,658.2539682539682,12,22,2,3,1,"3,0",2,"8,0"
587,1,1968,55,Single,2, manaGER ,,No,5,Full Time,False,,Yes,4,0,2,"3,0",1,2,,3,"153407,07$","12783,92$",1582.7713464696226,13,3,3,4,3,"3,0",2,
588,0,1997,26,,3, REsearCH SCiEntist ,,Yes,6,Full Time,1,travel_frequently,,1,0,2,"4,0",0,4,,1,"31020,00$",,320.0476190476191,22,3,3,1,3,"3,0",0,
589,1,1983,40,Divorced,2, saLes eXeCuTIvE ,,No,5,Part Time,1,travel_rarely,,2,2,5,"3,0",1,3,Marketing,2,"53914,11$","4492,84$",556.2566609977324,12,4,3,2,3,"3,0",7,
590,1,1998,25,Single,4, SaLes exECutIVe , Sales ,No,5,Part Time,False,,Yes,2,0,3,"3,0",1,3,,2,"53914,11$",,556.2566609977324,11,2,2,4,2,"3,0",1,"5,0"
591,1,1993,30,Single,12, SalEs EXECuTIVe ,,No,5,Part Time,True,,No,2,0,6,,4,4,,3,"53914,11$",,556.2566609977324,11,2,3,3,2,"3,0",0,
592,0,1971,52,Married,-32, mAnuFActUriNG DIRECTOR ,,No,5,Part Time,0,travel_rarely,,3,0,4,,0,4,,3,"100071,84$",,1032.4872861766066,14,4,2,3,3,"3,0",2,
593,1,1981,42,,-12, reSEaRch sCIeNtisT ,,No,5,Part Time,0,travel_frequently,No,2,1,3,"3,0",0,2,,2,"45560,00$","3796,67$",470.0634920634921,11,1,3,3,2,"3,0",2,"19,0"
594,1,1993,thirty,,2, maNUfaCTURING DIrECToR ,,No,5,,1,travel_rarely,No,2,0,2,"4,0",0,2,Life Sciences,3,,"4492,84$",556.2566609977324,20,3,1,4,3,"3,0",2,"11,0"
595,0,1988,35,Single,22, lABOrAToRy tEchNicIAN ,,No,5,Full Time,0,travel_rarely,No,1,0,2,"3,0",4,3,Life Sciences,3,"42300,00$","3525,00$",436.4285714285714,15,4,1,3,3,"3,0",0,
596,0,1992,31,Divorced,7, mAnageR ,,No,5,Part Time,Yes,travel_rarely,,3,1,3,"4,0",0,1,,3,"100071,84$",,1032.4872861766066,21,3,2,4,3,"2,0",9,"10,0"
597,1,1988,35,Single,1, SAleS eXecuTIVe , Sales ,No,5,Part Time,1,travel_rarely,,2,0,3,"3,0",0,3,,3,"48590,00$",,501.32539682539687,16,1,3,3,4,"3,0",1,"5,0"
598,0,1998,25,,13, SaLEs REpResENTATive ,,No,7,,Yes,,,1,0,1,"3,0",0,6,,1,"28111,13$","2342,59$",290.03550973654063,11,2,3,3,3,"3,0",1,"7,0"
599,1,1991,32,Married,9, rEsEaRch scIenTist ,,No,6,Full Time,0,travel_rarely,,2,1,2,"3,0",0,5,,4,"63220,00$",,652.2698412698413,12,1,3,4,4,,1,"6,0"
600,1,1976,47,,27, sALeS eXECuTiVe ,,Yes,5,Part Time,False,,Yes,2,0,2,"3,0",1,3,Life Sciences,2,"53914,11$","4492,84$",556.2566609977324,12,2,4,3,4,"3,0",4,"8,0"
601,0,1993,30,Divorced,5, ResEARcH ScIeNtISt ,,No,5,Part Time,True,travel_frequently,No,1,1,3,"3,0",0,3,Life Sciences,4,"28111,13$",,290.03550973654063,12,2,2,4,2,"2,0",9,"10,0"
602,0,1978,45,Divorced,9, SaLEs EXECuTIve ,,No,5,Full Time,False,,Yes,3,1,2,"3,0",0,2,Marketing,3,"107610,00$","8967,50$",1110.2619047619048,12,4,3,1,3,"3,0",4,"18,0"
603,0,1987,36,,8, HuMan reSOurces ,,No,5,,1,travel_rarely,,1,0,3,"4,0",0,3,Life Sciences,3,,"2342,59$",290.03550973654063,21,1,2,1,3,"3,0",0,
604,0,1992,31,,11, research sCiENtIst ,,No,6,Part Time,Yes,,,1,1,2,"3,0",0,2,,4,"28111,13$","2342,59$",290.03550973654063,19,4,3,4,2,"3,0",3,
605,1,1986,37,Married,21, saLEs REpReseNTative ,,No,5,Full Time,False,travel_frequently,,1,1,3,"3,0",0,0,Medical,2,"29730,00$",,306.73809523809524,15,3,3,4,2,"3,0",5,
606,1,1984,39,,2, HUmAN RESOURCeS ,,No,5,Part Time,False,travel_rarely,No,2,2,2,"3,0",0,4,Life Sciences,3,"52040,00$","4336,67$",536.9206349206349,11,4,2,4,3,"3,0",8,"13,0"
607,1,1981,42,,14, sALEs EXecutIVE ,,No,5,Part Time,1,,,2,0,6,"3,0",0,3,,2,"53914,11$","4492,84$",556.2566609977324,17,3,2,3,1,"3,0",7,
608,0,1993,30,,8, SAles ExecutIve ,,No,8,Part Time,0,travel_rarely,No,3,1,2,"3,0",7,7,,2,"100071,84$","8339,32$",1032.4872861766066,11,3,3,3,1,"4,0",5,
609,0,1973,50,Divorced,1, rEseArCh DiREctOR ,,No,5,Full Time,1,,No,4,1,1,,1,3,Medical,2,"173990,00$","14499,17$",1795.1349206349207,22,4,3,4,3,"2,0",9,"32,0"
610,0,1964,59,,1, manAGER , Sales ,No,6,,True,travel_rarely,Yes,3,1,1,"3,0",0,4,,2,,"8339,32$",1032.4872861766066,14,2,3,4,3,"1,0",3,"14,0"
611,1,1969,54,Married,2, sALES ExeCutiVe ,,No,9,Part Time,Yes,,No,3,1,4,"3,0",7,0,Life Sciences,4,"100071,84$","8339,32$",1032.4872861766066,11,3,2,3,2,"3,0",6,"13,0"
612,1,1967,56,Married,9, ReseARch ScIenTIST ,,No,5,Part Time,0,,No,1,1,4,"3,0",0,3,Medical,3,"28111,13$",,290.03550973654063,19,1,3,3,2,"3,0",2,"18,0"
613,0,1975,48,Single,1, ManAGER ,,No,5,Full Time,1,,No,4,0,3,,2,1,,4,"168850,00$",,1742.1031746031747,22,1,4,4,3,"2,0",2,
614,0,1984,39,Single,9, LaBOrATORy teCHnIciaN , Research & Development ,No,5,Part Time,0,,No,2,0,2,"3,0",0,3,Life Sciences,3,"53914,11$","4492,84$",556.2566609977324,15,3,3,2,3,"2,0",9,"9,0"
615,0,1988,35,,8, HUMaN RESoUrCES ,,No,5,Full Time,1,travel_rarely,No,1,0,2,"3,0",1,4,Technical Degree,4,"43230,00$",,446.0238095238095,17,3,3,3,2,"1,0",1,"6,0"
616,0,1981,42,Single,4, SAlES ExecuTIVe , Sales ,No,6,,False,travel_rarely,No,2,0,3,"3,0",1,5,Marketing,4,"51550,00$","4295,83$",531.8650793650794,13,2,3,1,4,,7,
617,0,1979,44,Single,10, RESEArCH scientiSt ,,Yes,6,Full Time,0,,Yes,1,0,4,"3,0",0,2,,4,"29360,00$",,302.92063492063494,11,3,3,3,3,"3,0",1,"6,0"
618,1,1994,29,Married,15, reSEARCH ScieNtisT ,,No,5,Part Time,0,travel_rarely,Yes,1,1,2,,1,3,,1,"28111,13$",,290.03550973654063,18,2,1,4,1,"2,0",0,"6,0"
