employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
482,F,1982,41.0,Married,28,Manufacturing Director,Research & Development,No,20,Full Time,Yes,travel_rarely,No,4,1,3,,0,10,Life Sciences,4,135700.0,11308.33,1400.079365079365,23,1,2,2,3,3,0,21
483,F,1989,34.0,Married,28,Sales Executive,Sales,No,8,Full Time,No,Unknown,No,2,2,2,4,1,7,Marketing,3,67120.0,5582.223333333332,692.5079365079365,21,4,2,3,4,3,1,8
484,F,1985,38.0,Married,10,Sales Executive,Sales,No,10,,Yes,travel_rarely,No,2,1,1,3,1,9,Unknown,2,53914.11000000001,4492.84,556.2566609977324,11,1,3,4,3,3,1,10
485,M,1984,39.0,Unknown,6,Healthcare Representative,Research & Development,No,7,Part Time,Yes,travel_rarely,Unknown,3,1,5,3,1,7,Unknown,1,99910.0,8325.83,1030.8174603174605,15,4,2,1,1,3,4,
486,F,1989,34.0,Single,7,Research Director,Research & Development,No,12,Part Time,No,travel_rarely,No,3,0,4,,2,11,Unknown,4,100071.84,8339.32,1032.4872861766066,11,1,3,2,3,3,0,
487,F,1979,44.0,Married,7,Healthcare Representative,Research & Development,No,22,Full Time,Yes,travel_rarely,Unknown,3,1,4,,5,17,Medical,4,102480.0,8540.0,1057.3333333333337,14,1,2,4,4,3,3,24
488,M,1977,46.0,Single,5,Sales Executive,Sales,No,9,Part Time,Yes,Unknown,Unknown,2,0,4,,0,8,Unknown,4,53914.11,4492.84,556.2566609977324,21,1,3,4,3,3,4,14
489,M,1982,41.0,Divorced,10,Manager,Research & Development,No,7,Full Time,No,travel_frequently,Unknown,4,1,2,3,7,7,Life Sciences,3,153407.07,12783.92,1582.7713464696226,13,4,2,1,2,2,4,
490,F,1984,39.0,Single,2,Healthcare Representative,Research & Development,No,19,,No,Unknown,No,3,0,1,4,11,8,Unknown,4,109180.0,9115.0,1128.5238095238096,25,3,3,3,4,3,0,20
491,F,1981,42.0,Divorced,2,Laboratory Technician,Research & Development,No,9,Part Time,Yes,travel_rarely,Yes,1,1,4,3,7,8,Medical,3,25930.0,2160.83,267.531746031746,11,4,2,1,3,3,0,10
492,F,1990,33.0,Married,5,Manager,Research & Development,No,10,,Yes,travel_frequently,Unknown,3,2,2,,8,8,Unknown,4,117870.0,9898.33,1225.5079365079364,11,4,3,2,2,3,6,12
493,M,1988,35.0,Single,5,Manufacturing Director,Research & Development,No,16,Part Time,Yes,travel_rarely,No,3,0,5,3,0,13,Technical Degree,4,80950.0,6745.83,835.1984126984128,13,3,3,2,4,3,0,17
494,M,1990,33.0,Married,15,Manager,Unknown,Yes,7,Part Time,Yes,travel_rarely,Unknown,3,0,2,3,7,7,Medical,1,100071.84,8339.32,1032.4872861766066,12,2,3,3,4,4,7,15
495,F,1983,40.0,Single,6,Manufacturing Director,Research & Development,No,20,Full Time,No,travel_rarely,No,4,0,3,3,5,13,Life Sciences,3,153407.07,12783.92,1582.7713464696226,15,2,3,3,3,3,7,22
496,M,1982,41.0,Divorced,10,Manager,Unknown,No,21,Full Time,No,travel_rarely,No,5,3,2,3,12,6,Human Resources,4,191324.62,15943.72,1973.9841269841268,15,2,2,4,2,2,3,23
497,F,1996,27.0,Unknown,7,Healthcare Representative,Research & Development,No,7,Part Time,No,Unknown,No,2,0,2,3,0,7,Unknown,3,53914.11,4492.84,556.2566609977324,19,4,2,1,1,1,8,
498,M,1971,52.0,Unknown,3,Manager,Unknown,No,34,Full Time,Yes,travel_rarely,Unknown,4,0,3,3,1,16,Marketing,4,168560.0,14046.67,1739.1111111111113,11,3,2,1,1,4,1,
499,F,1972,51.0,Married,26,Manager,Unknown,No,20,Full Time,No,travel_rarely,No,4,1,2,3,4,17,Marketing,4,153407.07,12783.92,1582.7713464696226,14,1,3,3,3,2,2,
500,F,1976,47.0,Unknown,2,Sales Executive,Sales,No,7,Part Time,Yes,travel_rarely,Unknown,2,1,2,4,7,7,Marketing,2,45370.0,3780.83,468.1031746031746,22,3,3,4,1,3,0,8
501,M,1973,50.0,Divorced,2,Manager,Research & Development,No,31,Full Time,No,non-travel,Unknown,4,1,3,3,14,7,Unknown,4,179240.0,15290.686666666666,1849.301587301588,11,1,3,1,4,3,1,31
502,F,1988,35.0,Married,21,Healthcare Representative,Research & Development,No,10,Part Time,Yes,travel_rarely,Unknown,2,1,2,4,0,7,Life Sciences,1,40140.0,3345.0,414.1428571428571,25,4,3,4,4,1,1,10
503,F,1984,39.0,Married,1,Manufacturing Director,Research & Development,No,21,Full Time,Yes,travel_rarely,No,4,1,3,3,11,8,Unknown,1,127420.0,10618.33,1314.6507936507935,16,4,2,4,3,3,1,
504,F,1984,39.0,Single,22,Manufacturing Director,Research & Development,No,21,Part Time,No,travel_frequently,Unknown,3,0,2,3,2,8,Medical,3,100071.84,8339.32,1032.4872861766066,13,4,3,1,3,3,1,
505,F,1982,41.0,Unknown,7,Research Scientist,Research & Development,No,10,Full Time,No,Unknown,No,1,0,3,3,0,8,Unknown,2,33760.0,2848.8866666666668,348.3174603174604,13,2,4,3,3,3,1,
506,M,1979,44.0,Married,1,Human Resources,Human Resources,Yes,20,Full Time,Yes,Unknown,No,3,1,1,,3,6,Medical,2,104820.0,8735.0,1081.4761904761906,14,2,2,1,4,3,9,24
507,M,1981,42.0,Unknown,2,Manager,Unknown,No,22,,No,Unknown,No,4,1,3,3,13,7,Medical,2,153407.07,12783.92,1582.7713464696226,17,4,3,1,4,3,0,23
508,M,1971,52.0,Single,7,Healthcare Representative,Research & Development,No,8,Part Time,Yes,travel_rarely,Unknown,3,0,4,3,4,0,Life Sciences,4,100071.84,8339.32,1032.4872861766066,19,2,3,2,4,,7,18
509,M,1985,38.0,Unknown,1,Human Resources,Human Resources,No,7,Part Time,Yes,Unknown,No,1,1,2,3,5,0,Unknown,3,28111.13,2342.59,290.03550973654063,13,3,4,3,4,4,1,7
510,F,1977,46.0,Unknown,1,Human Resources,Human Resources,No,7,Part Time,Yes,Unknown,Unknown,1,0,3,3,5,7,Life Sciences,2,28111.13,2342.59,290.03550973654063,12,4,3,1,3,4,6,10
511,M,1988,35.0,Single,4,Research Scientist,Research & Development,No,9,Part Time,No,Unknown,Unknown,2,0,3,3,1,1,Life Sciences,4,42490.0,3540.83,438.3888888888889,11,3,3,3,2,3,1,
512,M,1995,28.0,Married,29,Manufacturing Director,Research & Development,No,8,,Yes,travel_rarely,Unknown,2,2,2,,1,7,Life Sciences,1,65436.666666666664,5457.5,675.6904761904763,14,3,1,2,2,2,1,8
513,M,1979,44.0,Married,28,Research Director,Research & Development,No,20,,Yes,Unknown,No,4,1,1,3,14,17,Life Sciences,3,153407.07,12783.92,1582.7713464696226,13,4,3,1,3,4,3,
514,M,1973,50.0,Unknown,22,Research Director,Research & Development,No,32,,No,Unknown,Unknown,4,0,2,3,13,9,Unknown,5,142506.66666666666,12009.17,1486.8492063492065,13,3,1,4,4,3,1,
515,M,1968,55.0,Unknown,23,Manager,Unknown,No,36,Full Time,Yes,travel_rarely,No,5,1,3,4,2,13,Marketing,5,195860.0,16125.406666666668,2020.7777777777776,21,3,2,4,3,3,1,36
516,M,1984,39.0,Married,6,Sales Executive,Sales,No,7,Part Time,Yes,Unknown,No,3,1,3,3,7,6,Unknown,3,82370.0,6864.17,849.8492063492063,11,4,4,3,1,3,2,11
517,F,1974,49.0,Unknown,13,Laboratory Technician,Research & Development,No,9,,Yes,Unknown,Unknown,1,1,3,3,1,4,Unknown,4,32173.333333333332,2675.83,331.29365079365084,14,13,3,1,4,2,1,10
518,F,1978,45.0,Single,28,Research Director,Research & Development,No,21,,No,Unknown,Unknown,4,0,2,,8,6,Technical Degree,2,169016.66666666666,13920.0,1723.4285714285716,11,4,2,2,3,3,1,21
519,M,1977,46.0,Unknown,2,Sales Executive,Sales,No,10,Part Time,No,Unknown,Unknown,3,1,5,3,0,3,Unknown,3,100071.84,8339.32,1032.4872861766066,12,3,3,4,2,2,4,
520,F,1996,27.0,Married,15,Research Scientist,Research & Development,No,7,Full Time,No,Unknown,No,1,1,2,3,7,3,Unknown,3,47740.0,3976.943333333333,492.5555555555556,19,4,2,1,4,,0,
521,M,1981,42.0,Married,2,Manager,Unknown,No,22,,Yes,travel_rarely,Unknown,5,0,2,3,4,14,Unknown,3,191324.62,15943.72,1973.9841269841268,11,1,3,3,1,2,5,24
522,M,1974,49.0,Married,2,Sales Executive,Sales,No,9,Part Time,Yes,Unknown,Unknown,2,0,3,3,0,8,Unknown,3,53914.11,4492.84,556.2566609977324,14,4,2,2,4,2,2,17
523,F,1994,29.0,Single,15,Laboratory Technician,Research & Development,No,9,Part Time,Yes,travel_rarely,Yes,2,0,3,3,0,8,Life Sciences,2,53914.11,4492.84,556.2566609977324,12,4,2,3,4,3,0,10
524,M,1989,34.0,Unknown,12,Sales Executive,Sales,No,9,Part Time,No,non-travel,No,2,0,2,4,8,7,Marketing,4,45680.0,3806.67,471.3015873015873,20,12,3,3,3,3,0,
525,M,1986,37.0,Divorced,1,Manufacturing Director,Research & Development,No,7,,No,Unknown,No,2,1,2,3,0,7,Unknown,4,59930.0,4994.17,618.3253968253969,18,1,2,3,3,,1,
526,M,1987,36.0,Single,11,Manufacturing Director,Research & Development,No,6,Full Time,Yes,Unknown,No,2,0,3,3,0,3,Unknown,3,64990.0,5415.83,670.5317460317461,13,2,2,2,3,3,1,6
527,M,1978,45.0,Single,29,Research Scientist,Research & Development,No,6,Full Time,Yes,Unknown,Unknown,1,0,2,3,0,3,Unknown,3,34520.0,2870.2766666666666,356.1587301587302,13,3,3,4,2,2,5,9
528,M,1994,29.0,Unknown,15,Research Scientist,Research & Development,No,6,Part Time,No,travel_rarely,No,1,0,1,3,1,5,Unknown,3,28111.13,2342.59,290.03550973654063,19,3,3,4,1,3,1,6
529,F,1997,26.0,Unknown,1,Manufacturing Director,Research & Development,No,6,Full Time,No,Unknown,No,2,1,6,4,1,4,Unknown,3,63970.0,5330.83,660.0079365079365,20,3,3,2,1,1,1,6
530,M,1995,28.0,Single,9,Sales Executive,Sales,No,7,Part Time,Yes,Unknown,No,2,0,1,3,0,7,Life Sciences,4,53914.11,4492.84,556.2566609977324,16,2,3,4,4,3,1,
531,F,1981,42.0,Married,30,Healthcare Representative,Research & Development,No,6,,Yes,travel_frequently,No,2,3,4,3,0,4,Technical Degree,4,53914.11,4492.84,556.2566609977324,11,4,2,4,4,4,0,7
532,M,1992,31.0,Unknown,2,Sales Executive,Sales,No,6,Part Time,Yes,travel_rarely,Yes,2,0,2,3,0,5,Life Sciences,1,53914.11,4492.84,556.2566609977324,13,2,3,4,3,4,4,10
533,F,1986,37.0,Single,47,Manufacturing Director,Research & Development,No,6,Part Time,Yes,travel_rarely,Unknown,3,0,3,3,1,2,Unknown,3,100071.84,8339.32,1032.4872861766066,17,47,3,4,4,4,4,
534,M,1986,37.0,Divorced,9,Sales Executive,Sales,No,9,Part Time,No,non-travel,No,3,1,6,3,7,7,Unknown,4,100071.84,8339.32,1032.4872861766066,13,1,3,2,4,3,1,9
535,F,1986,37.0,Married,1,Manufacturing Director,Research & Development,No,6,Part Time,No,travel_rarely,Unknown,2,1,2,3,4,3,Life Sciences,4,53914.11,4492.84,556.2566609977324,12,2,3,2,2,2,6,8
536,M,1999,24.0,Unknown,23,Research Scientist,Research & Development,No,6,Part Time,Yes,travel_rarely,Unknown,1,2,3,3,1,4,Medical,3,27250.0,2257.5033333333336,281.1507936507937,11,2,4,4,2,3,1,
537,M,1973,50.0,Married,3,Manager,Unknown,No,32,,No,Unknown,No,5,1,2,3,10,7,Unknown,3,191324.62,15943.72,1973.9841269841268,11,1,3,2,3,3,1,
538,M,1989,34.0,Unknown,1,Research Scientist,Research & Development,No,6,Full Time,Yes,Unknown,Yes,1,1,3,3,1,3,Life Sciences,2,36220.0,3018.33,373.6984126984127,13,2,2,4,4,3,1,6
539,F,1996,27.0,Unknown,3,Sales Executive,Sales,No,6,,No,travel_frequently,Unknown,2,2,3,,0,4,Medical,1,53914.11,4492.84,556.2566609977324,20,4,4,4,2,3,1,
540,F,1998,25.0,Single,42,Sales Executive,Sales,No,6,Full Time,No,Unknown,No,2,0,5,4,1,4,Unknown,1,61800.0,5301.11,637.6190476190476,23,42,3,4,2,2,1,6
541,M,1989,34.0,Single,25,Sales Executive,Sales,No,6,Full Time,Yes,Unknown,No,2,0,5,4,1,4,Other,3,62740.0,5228.33,647.3174603174604,22,4,3,4,3,3,1,6
542,F,1989,34.0,Unknown,2,Research Scientist,Research & Development,No,6,Full Time,Yes,Unknown,Unknown,1,0,3,,1,3,Unknown,4,43810.0,3658.6133333333332,452.00793650793656,11,3,2,1,3,3,1,6
543,M,1988,35.0,Single,7,Manufacturing Director,Research & Development,No,8,,No,Unknown,No,3,0,3,4,1,6,Other,3,100071.84000000001,8339.32,1032.4872861766066,21,3,3,3,2,4,3,17
544,F,1988,35.0,Unknown,16,Research Scientist,Research & Development,No,6,Part Time,No,Unknown,Unknown,1,0,3,3,1,1,Medical,1,25590.0,2136.11,264.0238095238095,11,16,2,1,4,2,1,6
545,F,1990,33.0,Married,1,Healthcare Representative,Research & Development,No,6,Full Time,Yes,Unknown,Yes,2,1,2,3,1,2,Unknown,4,54880.0,4573.33,566.2222222222222,13,3,4,2,1,3,1,
546,F,1994,29.0,Divorced,28,Research Scientist,Research & Development,No,7,Part Time,No,Unknown,No,1,1,1,4,1,7,Life Sciences,4,25140.0,2095.0,259.3809523809524,22,3,3,4,1,3,4,11
547,F,1994,29.0,Divorced,10,Research Scientist,Research & Development,No,7,Part Time,Yes,travel_frequently,No,1,2,2,3,1,1,Unknown,3,28111.13,2342.59,290.03550973654063,14,4,3,2,4,2,0,8
548,F,1989,34.0,Married,9,Sales Executive,Sales,No,6,Part Time,No,Unknown,Unknown,2,0,3,4,1,3,Life Sciences,1,53914.11,4492.84,556.2566609977324,20,2,3,3,1,2,1,
549,M,1995,28.0,Married,19,Laboratory Technician,Research & Development,No,6,,No,travel_rarely,Unknown,1,3,2,3,3,3,Medical,4,31960.0,2663.33,329.74603174603175,12,4,2,1,3,3,1,6
550,F,1979,44.0,Married,2,Research Scientist,Research & Development,No,10,Part Time,No,Unknown,Unknown,1,1,5,3,7,7,Life Sciences,1,28111.13,2342.59,290.03550973654063,13,1,4,4,4,3,1,10
551,M,1992,31.0,Married,11,Healthcare Representative,Research & Development,No,6,Part Time,No,travel_rarely,Yes,2,0,2,,0,1,Unknown,2,53914.11,4492.84,556.2566609977324,12,3,3,1,4,2,1,6
552,M,1997,26.0,Unknown,4,Research Scientist,Research & Development,No,8,Part Time,No,Unknown,Yes,1,0,2,4,2,2,Life Sciences,2,28111.13,2342.59,290.03550973654063,20,3,3,4,2,2,1,
553,M,1976,47.0,Unknown,1,Research Scientist,Research & Development,No,6,Full Time,Yes,travel_rarely,No,1,1,2,3,1,2,Unknown,3,34200.0,2850.0,352.8571428571429,12,1,3,4,3,2,7,17
554,M,1986,37.0,Single,5,Laboratory Technician,Research & Development,No,6,Part Time,No,Unknown,No,1,0,2,3,1,3,Unknown,2,28111.13,2342.59,290.03550973654063,14,3,4,3,1,1,0,7
555,M,1991,32.0,Married,1,Research Scientist,Research & Development,No,6,,Yes,Unknown,Unknown,2,1,3,3,1,2,Unknown,4,40450.0,3405.83,421.67460317460313,14,4,3,1,2,2,4,9
556,M,1991,32.0,Divorced,2,Research Scientist,Research & Development,No,9,Part Time,Yes,Unknown,No,2,2,4,3,1,6,Medical,3,53914.11,4492.84,556.2566609977324,13,4,3,2,3,2,0,10
557,F,1990,33.0,Unknown,16,Sales Executive,Sales,No,6,Part Time,No,non-travel,Yes,2,1,2,4,1,2,Life Sciences,3,53680.0,4492.84,553.8412698412699,25,3,3,4,3,3,1,7
558,M,1976,47.0,Married,9,Sales Executive,Sales,Yes,23,Full Time,Yes,Unknown,No,4,0,3,,14,10,Unknown,3,129360.0,11013.333333333334,1334.6666666666667,11,3,1,3,3,1,7,25
559,F,1982,41.0,Unknown,1,Sales Executive,Sales,Yes,6,Part Time,No,Unknown,Yes,2,0,0,3,0,5,Unknown,2,53914.11,4492.84,556.2566609977324,11,2,3,4,1,1,8,8
560,M,1988,35.0,Married,16,Laboratory Technician,Research & Development,No,5,Part Time,No,travel_rarely,Unknown,1,1,5,3,0,3,Medical,3,28111.13,2342.59,290.03550973654063,13,1,4,2,3,3,0,6
561,M,1994,29.0,Married,2,Research Scientist,Research & Development,No,5,Part Time,No,travel_rarely,No,1,1,3,4,0,4,Life Sciences,3,28111.13,2342.59,290.03550973654063,23,3,3,2,4,3,0,
562,M,1991,32.0,Unknown,1,Research Scientist,Research & Development,No,10,Part Time,Yes,travel_rarely,No,2,2,3,3,0,9,Life Sciences,3,53914.11,4492.84,556.2566609977324,17,2,3,2,2,3,1,10
563,M,1988,35.0,Single,1,Research Scientist,Research & Development,No,6,Part Time,No,travel_rarely,No,1,0,3,3,0,4,Medical,3,28111.13,2342.59,290.03550973654063,18,2,2,3,1,3,1,6
564,M,1967,56.0,Unknown,13,Manufacturing Director,Research & Development,No,6,,Yes,Unknown,No,3,0,3,3,0,2,Unknown,3,100071.84000000001,8339.32,1032.4872861766066,11,4,1,4,1,2,4,37
565,M,1995,28.0,Unknown,4,Sales Executive,Sales,No,5,Part Time,Yes,Unknown,Unknown,2,0,3,3,0,4,Medical,3,42210.0,3520.2766666666666,435.5,15,2,3,3,2,4,1,5
566,M,1998,25.0,Single,5,Sales Executive,Sales,Yes,6,,Yes,travel_rarely,Yes,2,0,1,3,0,3,Unknown,3,53914.11000000001,4492.84,556.2566609977324,11,3,2,3,4,3,1,
567,F,1967,56.0,Unknown,14,Research Scientist,Research & Development,Yes,5,Full Time,Yes,Unknown,Unknown,1,3,2,3,4,3,Life Sciences,4,49630.0,4160.0,512.0555555555557,18,2,3,2,1,3,9,7
568,F,1997,26.0,Married,6,Research Scientist,Research & Development,No,5,Part Time,No,Unknown,Unknown,1,0,3,3,4,3,Unknown,3,28111.13,2342.59,290.03550973654063,19,3,2,2,3,2,1,5
569,F,1991,32.0,Unknown,9,Laboratory Technician,Research & Development,Yes,5,,No,Unknown,No,1,0,2,4,0,4,Medical,3,42103.333333333336,3500.0,433.3333333333333,22,1,3,1,1,4,7,
570,F,1993,30.0,Single,18,Research Scientist,Research & Development,No,5,Part Time,Yes,travel_rarely,No,1,0,4,3,0,4,Life Sciences,3,28111.13,2342.59,290.03550973654063,14,1,3,3,3,2,1,
571,F,1973,50.0,Unknown,11,Manager,Unknown,No,5,,No,travel_rarely,Unknown,5,0,5,3,4,4,Unknown,3,191324.62,15943.72,1973.9841269841268,15,3,3,2,2,3,3,
572,M,1991,32.0,Unknown,6,Research Scientist,Research & Development,No,5,Part Time,No,Unknown,No,1,0,2,4,1,4,Life Sciences,5,28111.13,2342.59,290.03550973654063,20,3,3,3,1,,3,8
573,F,1978,45.0,Unknown,4,Sales Executive,Sales,No,5,,No,travel_rarely,Unknown,2,1,3,3,0,3,Unknown,2,49640.0,4171.67,516.4920634920635,11,3,3,1,1,4,4,9
574,M,1980,43.0,Divorced,7,Research Scientist,Research & Development,No,5,Part Time,Yes,Unknown,No,1,3,3,3,2,2,Unknown,3,28111.13,2342.59,290.03550973654063,14,4,4,4,4,4,4,7
575,F,1994,29.0,Married,27,Sales Executive,Sales,Yes,10,Part Time,Yes,Unknown,Unknown,3,3,3,4,1,9,Marketing,3,76390.0,6377.22,788.1507936507937,22,2,3,4,4,2,1,10
576,M,1992,31.0,Unknown,1,Manufacturing Director,Research & Development,No,5,Part Time,Yes,non-travel,Unknown,2,1,2,3,1,4,Medical,4,53914.11,4492.84,556.2566609977324,12,3,1,3,4,3,0,6
577,M,1990,33.0,Married,14,Laboratory Technician,Research & Development,Yes,5,,No,Unknown,Yes,1,1,2,3,0,4,Unknown,3,28111.13,2342.59,290.03550973654063,13,3,3,4,3,1,5,8
578,M,1992,31.0,Unknown,29,Laboratory Technician,Research & Development,Yes,5,Part Time,Yes,Unknown,No,1,0,2,3,1,4,Unknown,2,28111.13,2342.59,290.03550973654063,11,3,2,2,2,4,0,
579,M,1986,37.0,Unknown,6,Sales Executive,Sales,No,5,,Yes,Unknown,No,2,1,5,3,0,1,Unknown,4,65006.666666666664,5418.33,670.8412698412699,14,3,3,4,2,4,4,
580,M,1973,50.0,Divorced,4,Research Director,Research & Development,No,10,,No,Unknown,No,5,2,4,3,1,6,Unknown,1,191324.62,15943.72,1973.9841269841268,14,1,3,2,1,2,3,28
581,F,1981,42.0,Married,26,Sales Executive,Sales,No,20,Full Time,Yes,travel_frequently,Unknown,4,1,2,3,4,8,Unknown,3,135250.0,11013.333333333334,1395.436507936508,14,3,3,2,4,,5,
582,M,1996,27.0,Unknown,2,Sales Executive,Sales,No,5,,Yes,Unknown,Yes,2,0,3,3,0,4,Unknown,3,53914.11000000001,4492.84,556.2566609977324,11,4,3,3,1,3,1,5
583,M,1996,27.0,Unknown,1,Sales Executive,Sales,No,5,,Yes,non-travel,Yes,2,1,0,3,1,4,Marketing,1,63470.0,5290.83,655.0555555555557,13,3,3,2,4,,0,
584,M,1982,41.0,Single,6,Manufacturing Director,Research & Development,No,5,Part Time,Yes,travel_rarely,Yes,2,0,3,3,1,2,Unknown,3,53914.11,4492.84,556.2566609977324,15,4,2,2,4,3,6,
585,F,1986,37.0,Unknown,10,Laboratory Technician,Research & Development,No,5,Part Time,Yes,travel_rarely,No,1,1,3,4,0,3,Medical,3,28111.13,2342.59,290.03550973654063,20,3,3,1,2,3,6,
586,M,1983,40.0,Unknown,22,Sales Executive,Sales,Yes,6,Full Time,Yes,Unknown,Yes,2,2,6,3,1,0,Unknown,2,63800.0,5301.11,658.2539682539682,12,22,2,3,1,3,2,8
587,F,1968,55.0,Single,2,Manager,Unknown,No,5,Full Time,No,Unknown,Yes,4,0,2,3,1,2,Unknown,3,153407.07,12783.92,1582.7713464696226,13,3,3,4,3,3,2,
588,M,1997,26.0,Unknown,3,Research Scientist,Research & Development,Yes,6,Full Time,Yes,travel_frequently,Unknown,1,0,2,4,0,4,Unknown,1,31020.0,2600.556666666667,320.0476190476191,22,3,3,1,3,3,0,
589,F,1983,40.0,Divorced,2,Sales Executive,Sales,No,5,Part Time,Yes,travel_rarely,Unknown,2,2,5,3,1,3,Marketing,2,53914.11,4492.84,556.2566609977324,12,4,3,2,3,3,7,
590,F,1998,25.0,Single,4,Sales Executive,Sales,No,5,Part Time,No,Unknown,Yes,2,0,3,3,1,3,Unknown,2,53914.11,4492.84,556.2566609977324,11,2,2,4,2,3,1,5
591,F,1993,30.0,Single,12,Sales Executive,Sales,No,5,Part Time,Yes,Unknown,No,2,0,6,,4,4,Unknown,3,53914.11,4492.84,556.2566609977324,11,2,3,3,2,3,0,
592,M,1971,52.0,Married,32,Manufacturing Director,Research & Development,No,5,Part Time,No,travel_rarely,Unknown,3,0,4,,0,4,Unknown,3,100071.84,8339.32,1032.4872861766066,14,4,2,3,3,3,2,
593,F,1981,42.0,Unknown,12,Research Scientist,Research & Development,No,5,Part Time,No,travel_frequently,No,2,1,3,3,0,2,Unknown,2,45560.0,3796.67,470.0634920634921,11,1,3,3,2,3,2,19
594,F,1993,30.0,Unknown,2,Manufacturing Director,Research & Development,No,5,,Yes,travel_rarely,No,2,0,2,4,0,2,Life Sciences,3,53914.11000000001,4492.84,556.2566609977324,20,3,1,4,3,3,2,11
595,M,1988,35.0,Single,22,Laboratory Technician,Research & Development,No,5,Full Time,No,travel_rarely,No,1,0,2,3,4,3,Life Sciences,3,42300.0,3525.0,436.4285714285714,15,4,1,3,3,3,0,
596,M,1992,31.0,Divorced,7,Manager,Unknown,No,5,Part Time,Yes,travel_rarely,Unknown,3,1,3,4,0,1,Unknown,3,100071.84,8339.32,1032.4872861766066,21,3,2,4,3,2,9,10
597,F,1988,35.0,Single,1,Sales Executive,Sales,No,5,Part Time,Yes,travel_rarely,Unknown,2,0,3,3,0,3,Unknown,3,48590.0,4042.7766666666666,501.32539682539687,16,1,3,3,4,3,1,5
598,M,1998,25.0,Unknown,13,Sales Representative,Sales,No,7,,Yes,Unknown,Unknown,1,0,1,3,0,6,Unknown,1,28111.13,2342.59,290.03550973654063,11,2,3,3,3,3,1,7
599,F,1991,32.0,Married,9,Research Scientist,Research & Development,No,6,Full Time,No,travel_rarely,Unknown,2,1,2,3,0,5,Unknown,4,63220.0,5301.11,652.2698412698413,12,1,3,4,4,,1,6
600,F,1976,47.0,Unknown,27,Sales Executive,Sales,Yes,5,Part Time,No,Unknown,Yes,2,0,2,3,1,3,Life Sciences,2,53914.11,4492.84,556.2566609977324,12,2,4,3,4,3,4,8
601,M,1993,30.0,Divorced,5,Research Scientist,Research & Development,No,5,Part Time,Yes,travel_frequently,No,1,1,3,3,0,3,Life Sciences,4,28111.13,2342.59,290.03550973654063,12,2,2,4,2,2,9,10
602,M,1978,45.0,Divorced,9,Sales Executive,Sales,No,5,Full Time,No,Unknown,Yes,3,1,2,3,0,2,Marketing,3,107610.0,8967.5,1110.2619047619048,12,4,3,1,3,3,4,18
603,M,1987,36.0,Unknown,8,Human Resources,Human Resources,No,5,,Yes,travel_rarely,Unknown,1,0,3,4,0,3,Life Sciences,3,28111.13,2342.59,290.03550973654063,21,1,2,1,3,3,0,
604,M,1992,31.0,Unknown,11,Research Scientist,Research & Development,No,6,Part Time,Yes,Unknown,Unknown,1,1,2,3,0,2,Unknown,4,28111.13,2342.59,290.03550973654063,19,4,3,4,2,3,3,
605,F,1986,37.0,Married,21,Sales Representative,Sales,No,5,Full Time,No,travel_frequently,Unknown,1,1,3,3,0,0,Medical,2,29730.0,2482.2233333333334,306.73809523809524,15,3,3,4,2,3,5,
606,F,1984,39.0,Unknown,2,Human Resources,Human Resources,No,5,Part Time,No,travel_rarely,No,2,2,2,3,0,4,Life Sciences,3,52040.0,4336.67,536.9206349206349,11,4,2,4,3,3,8,13
607,F,1981,42.0,Unknown,14,Sales Executive,Sales,No,5,Part Time,Yes,Unknown,Unknown,2,0,6,3,0,3,Unknown,2,53914.11,4492.84,556.2566609977324,17,3,2,3,1,3,7,
608,M,1993,30.0,Unknown,8,Sales Executive,Sales,No,8,Part Time,No,travel_rarely,No,3,1,2,3,7,7,Unknown,2,100071.84,8339.32,1032.4872861766066,11,3,3,3,1,4,5,
609,M,1973,50.0,Divorced,1,Research Director,Research & Development,No,5,Full Time,Yes,Unknown,No,4,1,1,,1,3,Medical,2,173990.0,14499.17,1795.1349206349207,22,4,3,4,3,2,9,32
610,M,1964,59.0,Unknown,1,Manager,Sales,No,6,,Yes,travel_rarely,Yes,3,1,1,3,0,4,Unknown,2,100071.84000000001,8339.32,1032.4872861766066,14,2,3,4,3,1,3,14
